"","record_id","sobbs_1","sobbs_2","sobbs_3","sobbs_4","sobbs_5","sobbs_6","sobbs_7","sobbs_8","sobbs_9","sobbs_10","sobbs_11","sobbs_12","sobbs_13","sobbs_14","isos_1","isos_2","isos_3","isos_4","isos_5","isos_6","isos_7","isos_8","isos_9","isos_10","isos_11","isos_12","isos_13","isos_14","isos_15","mhi_1","mhi_5","mhi_4","mhi_3","mhi_2"
"1",15,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,4,5,5,2,3,1,4,1,2,1,2,2,3,2,3,3,4,4,5
"2",29,2,4,2,4,2,5,4,4,2,2,1,5,1,5,1,2,4,4,2,3,1,4,3,2,3,3,3,2,2,5,4,2,3,3
"3",38,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,5,5,2,2,3
"4",86,2,3,2,3,1,5,3,2,1,1,1,3,1,3,1,2,3,2,1,1,2,2,1,1,1,1,1,1,1,3,5,3,4,6
"5",87,2,5,2,4,2,3,4,4,2,2,3,4,3,4,1,3,4,4,4,1,2,4,1,3,3,1,1,1,1,1,1,6,6,6
"6",95,3,3,1,5,4,5,5,4,2,4,5,4,2,5,1,2,3,4,2,1,1,4,1,1,1,1,1,1,1,4,4,5,2,5
"7",99,2,5,2,4,2,5,5,5,2,4,3,5,3,5,1,1,4,5,3,2,1,4,2,3,2,1,1,1,2,3,4,3,3,3
"8",112,2,4,1,1,1,3,4,4,1,2,2,4,1,4,1,3,4,2,1,1,1,1,1,2,1,1,1,1,1,2,2,5,5,6
"9",115,2,3,1,4,1,5,5,4,1,2,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,2,4
"10",137,1,1,5,1,3,5,1,4,5,5,5,3,5,5,3,1,4,4,2,3,3,2,2,1,2,3,1,3,2,4,6,2,2,3
"11",141,2,4,2,2,2,4,2,5,1,2,1,1,1,5,3,2,2,2,1,2,1,2,1,2,3,1,2,1,1,2,3,3,5,5
"12",168,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,3,5,5,3,3,1,3,3,2,2,1,1,1,3,4,4,2,2,3
"13",180,2,4,3,4,2,5,5,5,2,2,4,3,2,5,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,3,3,4,4,5
"14",184,2,4,2,4,1,4,4,4,1,2,3,4,1,4,1,1,3,2,2,1,1,2,1,1,2,2,2,2,2,2,3,4,5,5
"15",191,1,4,1,4,2,5,5,5,1,2,3,4,2,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,2,3,4
"16",274,4,4,4,4,4,4,4,4,2,4,4,3,2,4,2,1,4,4,3,2,3,3,2,1,3,2,2,2,1,4,4,4,4,5
"17",278,2,5,2,4,1,4,4,5,3,2,2,4,3,5,1,3,3,2,1,1,1,3,2,1,2,3,3,3,2,4,5,2,2,5
"18",303,2,4,2,2,2,4,5,4,2,2,4,4,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,4,3,4,6
"19",316,2,3,3,4,4,4,4,4,3,3,3,3,3,3,3,2,4,3,3,2,2,2,2,2,2,1,2,1,1,4,4,5,5,5
"20",317,2,4,3,4,2,4,4,4,3,2,2,4,2,4,4,3,4,4,3,3,4,3,3,3,3,3,3,2,3,3,5,3,5,4
"21",318,2,4,1,4,2,4,4,4,3,2,2,3,2,4,2,3,3,3,3,3,2,3,2,2,2,1,2,1,2,3,4,4,4,5
"22",320,2,3,2,4,2,4,4,4,2,2,3,4,1,4,2,2,3,2,2,2,2,3,2,2,2,1,1,1,1,5,4,5,2,2
"23",321,2,4,2,4,1,4,4,4,1,1,2,4,1,4,1,2,3,2,1,2,1,2,1,1,2,1,1,1,1,5,4,2,2,3
"24",324,3,4,2,3,2,5,3,3,2,2,2,2,4,4,1,2,3,4,3,1,1,2,1,1,1,1,1,1,1,1,1,4,5,6
"25",331,2,3,1,3,1,4,4,4,2,2,5,3,1,3,1,3,4,3,2,1,3,3,2,2,1,1,1,1,1,1,2,5,6,6
"26",335,2,5,4,5,5,5,5,5,4,5,5,5,5,5,1,3,4,4,3,2,1,3,4,2,3,2,4,3,2,5,4,2,2,1
"27",341,1,3,1,5,4,5,5,5,3,4,5,5,5,5,1,3,5,3,5,5,1,3,5,3,3,1,5,1,5,6,6,2,1,1
"28",346,2,4,1,4,2,4,4,4,2,4,3,3,2,4,1,3,4,3,3,2,2,3,1,3,2,1,2,1,1,2,3,5,5,6
"29",347,2,5,5,5,5,5,5,5,5,4,2,5,4,5,3,4,4,4,3,2,3,4,2,3,3,2,2,2,2,5,4,3,3,4
"30",349,2,5,4,5,2,5,5,5,3,1,5,5,1,5,1,3,4,4,2,1,1,2,1,1,1,1,1,1,2,2,2,5,6,6
"31",350,3,4,3,5,4,5,5,5,1,4,4,5,5,5,2,3,4,2,2,3,1,2,3,1,3,1,2,1,3,3,5,5,5,6
"32",352,1,2,2,4,1,5,4,4,1,1,4,2,2,4,4,5,4,4,2,4,3,3,4,4,4,2,1,2,3,2,2,4,5,6
"33",354,1,3,1,1,2,1,1,1,3,4,2,1,4,1,3,2,3,3,2,2,2,3,2,2,3,1,2,1,2,2,2,5,6,6
"34",359,2,4,2,4,1,5,4,4,1,1,1,4,1,4,1,3,3,2,2,2,1,3,2,1,2,1,1,1,2,4,5,3,3,6
"35",361,1,3,2,3,2,4,4,3,1,1,1,3,1,3,1,4,4,3,2,1,1,3,3,2,2,1,2,1,2,2,2,4,5,6
"36",365,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,3,4,4,4,4,3,3,4,2,3,2,4,2,3,3,3,2,2,1
"37",366,3,4,3,5,2,4,4,4,2,3,2,3,3,4,3,3,4,4,4,2,2,3,4,2,3,2,3,2,1,3,5,3,3,5
"38",367,3,4,3,3,2,5,4,3,2,3,4,4,3,4,1,2,3,3,2,1,1,3,1,1,1,1,1,1,1,2,2,3,5,6
"39",373,1,4,2,4,2,4,4,4,2,2,2,3,1,4,1,2,4,3,2,1,1,3,3,2,3,2,1,2,3,2,2,6,5,6
"40",377,1,3,1,2,1,3,3,2,1,1,1,2,1,3,2,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,5,6,6
"41",380,5,3,5,5,3,4,3,4,3,5,4,3,3,4,4,5,5,5,4,3,4,4,4,4,4,3,1,2,4,4,2,1,1,3
"42",383,3,5,3,5,3,5,5,5,3,3,4,4,3,5,1,2,5,3,3,4,2,3,2,3,3,1,2,1,2,5,4,1,2,2
"43",392,1,1,2,3,3,4,2,2,3,3,3,1,3,4,3,1,3,1,1,3,2,1,3,1,2,1,1,1,1,2,3,5,6,6
"44",403,2,3,2,4,4,4,4,4,4,4,4,3,2,4,1,1,1,1,1,3,1,1,3,2,1,1,1,1,1,4,3,5,4,5
"45",425,2,5,1,4,2,5,5,5,2,4,4,5,4,5,1,3,5,5,3,3,3,5,3,4,2,2,3,2,3,5,6,1,2,2
"46",446,3,5,3,5,3,5,5,5,1,3,3,5,5,5,3,3,4,3,4,4,1,4,4,4,4,1,1,1,1,1,1,1,6,6
"47",448,3,5,3,4,3,5,5,5,1,3,3,5,3,5,1,1,4,3,2,1,1,3,2,1,1,1,1,1,1,3,2,5,5,6
"48",462,1,4,3,3,2,4,4,5,2,3,3,4,2,5,1,1,5,5,3,4,1,2,3,2,1,1,2,1,1,5,5,2,1,2
"49",466,2,1,1,4,1,1,1,1,5,1,1,2,5,1,3,3,2,3,1,4,4,1,4,3,4,2,3,1,3,1,1,5,5,6
"50",470,3,3,2,4,3,5,3,2,2,2,3,2,4,1,3,3,3,3,3,4,3,3,4,3,4,2,3,2,4,3,2,5,6,6
"51",472,2,4,2,2,3,5,5,5,2,1,2,4,1,4,2,1,4,3,2,2,2,2,1,1,1,1,2,2,2,5,5,6,3,5
"52",473,2,4,3,4,3,5,4,4,2,2,2,4,3,5,1,1,3,3,2,2,1,3,1,2,2,2,1,2,1,3,3,5,4,6
"53",485,1,3,1,2,1,2,3,4,3,1,3,4,3,4,1,2,3,2,2,2,1,1,1,1,1,1,2,1,2,4,2,5,3,4
"54",487,2,5,1,4,1,5,5,5,1,2,1,5,5,5,1,2,5,5,2,2,1,4,2,2,2,1,2,1,1,2,5,4,5,6
"55",488,2,3,2,3,2,4,3,3,2,2,2,2,2,3,1,3,3,3,2,2,2,3,3,2,2,2,2,2,2,3,3,5,4,5
"56",495,3,4,4,4,2,5,5,4,4,4,4,2,2,4,3,3,4,4,3,2,3,3,2,2,2,2,2,2,2,2,4,3,5,6
"57",496,3,3,3,4,3,5,4,4,3,3,3,4,2,4,2,3,4,4,3,4,2,3,3,2,3,2,3,2,3,4,4,4,4,4
"58",497,3,4,2,3,3,4,4,4,3,4,3,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5
"59",498,3,3,2,4,3,4,4,4,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,2,3,2,1,1,1,2,1,3,5,4
"60",506,3,5,2,5,1,5,5,5,1,2,4,5,1,5,3,3,5,5,4,4,3,4,4,4,4,4,4,3,3,4,5,3,3,4
"61",507,2,5,2,5,2,5,5,4,2,3,3,4,2,4,2,3,4,4,2,2,1,3,1,1,3,3,1,2,2,4,4,3,3,4
"62",509,2,4,1,4,1,4,4,5,2,3,2,4,3,4,2,3,2,3,2,2,3,4,3,3,3,2,3,2,3,2,2,5,5,5
"63",511,2,4,2,4,2,5,4,4,2,3,3,5,3,5,3,3,5,5,4,3,3,3,3,2,2,2,1,2,3,4,4,2,2,2
"64",515,1,3,2,3,1,3,3,3,1,2,1,3,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,2,3,4,4,4,3,4
"65",517,4,4,1,3,2,4,4,3,1,1,1,1,1,3,2,1,3,2,1,1,1,1,1,1,2,1,1,1,1,2,2,5,4,5
"66",518,1,4,1,5,1,5,5,4,3,1,4,3,1,4,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,5,6,6
"67",519,2,5,2,3,1,4,5,5,1,1,1,4,2,5,1,1,3,3,2,1,2,1,1,1,2,1,1,1,1,4,4,4,3,4
"68",527,2,3,2,4,3,5,5,5,1,3,3,5,4,4,2,2,4,3,3,2,3,2,2,1,1,1,1,1,1,2,2,4,5,6
"69",531,3,4,2,3,2,5,4,4,2,4,2,3,4,4,2,2,3,3,2,2,2,3,1,1,2,1,1,1,2,3,2,4,5,6
"70",533,3,2,4,5,2,4,4,4,3,3,3,4,3,4,1,3,3,4,3,3,2,3,3,2,2,3,2,1,2,4,4,5,2,3
"71",538,2,4,1,2,2,5,4,4,1,1,1,2,1,4,1,1,4,3,2,2,2,3,4,1,2,2,3,1,2,5,4,2,4,4
"72",547,2,5,2,1,1,4,4,4,1,1,2,2,1,4,3,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,5,3,4,6
"73",553,2,4,2,4,2,3,4,4,3,1,2,3,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,6,5,6
"74",554,3,4,2,4,1,5,4,4,4,4,5,4,3,5,2,3,4,4,4,3,2,3,3,4,3,2,3,1,2,3,5,5,3,5
"75",555,3,2,2,3,2,1,3,2,2,3,3,3,2,4,4,5,5,4,4,2,4,4,2,4,4,2,1,2,2,2,2,5,5,6
"76",559,5,5,4,5,4,5,5,5,3,3,5,5,2,5,2,4,5,5,3,4,1,4,5,3,3,2,5,1,2,2,3,5,2,3
"77",575,2,4,2,4,2,4,4,4,2,2,3,4,3,4,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,3,2,5,5,5
"78",583,3,5,3,5,3,5,5,5,4,5,5,5,2,3,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,2,5,4,4,4
"79",660,2,4,4,2,1,4,5,5,2,2,2,4,2,5,1,2,3,3,3,2,1,3,2,2,2,2,2,2,3,5,5,2,3,4
"80",691,3,4,3,4,3,5,5,5,4,2,3,4,2,5,4,4,5,4,3,3,3,4,3,3,3,3,2,3,3,4,4,6,4,6
"81",742,3,5,2,3,2,5,4,4,3,4,4,5,2,4,2,1,4,2,1,1,2,1,1,1,1,1,1,1,1,3,4,3,5,5
"82",781,1,5,1,3,1,5,5,5,1,1,1,5,1,5,3,1,5,5,5,3,3,5,2,2,2,1,2,1,2,4,5,2,1,2
"83",783,3,2,1,2,3,3,4,2,2,4,4,2,3,3,1,1,4,3,1,1,1,2,1,1,1,1,1,1,1,3,4,3,4,6
"84",898,3,4,2,3,1,5,5,4,2,2,2,4,2,4,1,2,3,3,1,2,1,2,2,1,2,1,1,2,3,4,4,3,3,4
"85",942,4,5,3,5,3,5,5,5,2,2,3,4,2,4,2,1,4,4,2,1,2,3,1,1,1,1,1,1,1,5,5,5,3,4
"86",974,4,5,3,2,2,5,5,4,3,2,3,5,3,5,1,1,4,2,1,1,1,4,3,1,1,1,1,1,1,4,5,4,3,5
"87",997,2,4,1,4,2,5,4,4,1,4,2,4,1,5,1,1,4,3,1,1,2,1,1,1,1,1,1,1,1,4,4,3,3,5
"88",7,3,4,2,5,1,4,4,4,1,1,1,4,2,5,2,2,4,4,3,3,2,3,2,2,3,1,2,1,2,2,4,3,4,6
"89",9,2,4,1,2,1,4,2,2,1,3,2,4,2,4,1,2,3,2,2,3,2,2,2,3,2,3,3,3,2,3,3,5,5,6
"90",12,3,5,4,5,3,5,5,5,2,2,2,5,2,5,1,4,5,5,4,5,1,5,4,5,4,2,2,2,2,5,5,1,2,2
"91",23,1,1,1,1,1,3,3,2,1,1,2,1,1,1,3,4,3,4,3,3,3,3,3,2,2,2,2,2,2,4,4,3,4,5
"92",24,2,4,3,4,2,4,4,4,2,3,2,4,4,4,3,4,4,2,2,2,3,2,2,1,2,2,2,1,1,3,3,5,4,4
"93",25,2,3,2,4,3,4,4,4,1,3,2,3,1,3,2,1,2,3,1,3,1,2,1,2,1,1,1,1,2,5,4,4,2,2
"94",27,1,4,1,4,1,5,4,4,1,2,1,5,1,4,1,3,4,3,3,2,1,3,1,2,1,3,3,2,2,3,5,1,4,5
"95",30,2,4,2,3,1,4,5,4,1,1,1,4,1,4,3,1,4,4,3,3,3,4,2,2,2,2,1,2,1,3,3,4,4,5
"96",32,2,2,2,4,2,4,4,4,2,2,2,4,2,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3
"97",33,1,4,1,4,3,5,5,5,4,2,3,4,2,4,2,3,3,3,2,2,1,2,1,1,2,2,2,2,2,2,2,4,5,6
"98",42,2,4,1,1,1,4,4,1,1,1,1,1,1,4,1,1,3,3,1,3,1,3,3,1,1,1,3,1,1,4,4,2,2,4
"99",44,1,3,4,4,2,2,4,1,1,1,1,4,1,5,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,4,6,6
"100",45,1,4,2,5,2,4,5,5,3,2,2,4,1,4,2,3,5,5,2,1,2,3,1,3,1,2,2,2,1,3,4,3,4,5
"101",46,2,4,2,4,2,5,5,4,2,2,2,5,4,5,2,3,5,4,3,2,2,3,2,2,3,1,3,1,2,5,5,4,2,2
"102",49,2,1,3,4,2,4,4,4,2,1,4,3,1,5,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,4,3,1,4,5
"103",51,2,4,2,4,1,4,5,4,1,2,2,3,2,4,4,3,5,5,4,4,4,4,4,4,4,3,3,2,3,3,3,2,3,4
"104",54,1,4,1,4,1,5,4,4,1,2,1,4,1,4,2,1,3,3,1,2,1,3,2,2,2,1,1,1,2,4,5,4,2,3
"105",56,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6
"106",58,1,3,2,5,1,5,4,3,2,3,2,3,3,4,1,1,3,3,3,2,3,4,3,2,2,2,1,2,1,3,4,4,5,5
"107",60,2,4,2,5,2,4,4,5,3,4,2,4,4,4,1,4,5,4,4,3,2,4,3,5,2,4,5,4,4,5,4,3,2,1
"108",67,3,5,4,5,2,5,5,5,2,1,3,4,3,5,1,5,5,5,4,5,1,5,4,4,4,3,2,1,3,5,6,3,1,2
"109",68,1,4,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,5,6
"110",69,3,5,5,5,4,4,4,4,2,2,2,4,2,5,2,1,4,3,3,3,2,3,3,1,1,2,2,1,2,4,3,1,4,5
"111",70,1,2,2,5,1,4,5,5,1,1,1,5,2,5,1,2,4,4,4,3,1,3,3,1,3,2,2,1,3,3,3,5,3,5
"112",79,4,4,4,4,5,3,4,4,4,2,3,4,3,4,3,3,4,2,2,1,3,3,2,1,1,1,1,1,2,3,3,4,4,5
"113",80,1,5,3,5,1,5,5,5,2,2,2,5,2,5,1,1,5,5,1,1,1,3,1,1,1,1,1,1,3,6,5,1,1,1
"114",81,3,4,2,2,2,3,4,2,2,2,2,2,2,3,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,4,4,3,3,3
"115",90,1,5,1,1,1,4,4,4,5,1,1,1,1,4,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,5,5,1,2,2
"116",102,1,4,1,1,1,4,4,3,1,1,1,4,1,4,2,1,4,2,1,2,1,3,2,1,1,3,1,3,3,3,4,4,4,5
"117",103,1,4,2,4,2,5,4,4,1,1,1,4,1,4,4,1,4,3,3,3,3,3,3,2,3,3,3,2,3,2,2,5,5,5
"118",109,2,4,1,1,2,4,4,4,1,1,2,5,1,4,1,3,3,3,2,1,3,3,1,2,1,1,1,1,1,4,4,3,3,4
"119",131,3,5,3,5,2,5,5,5,1,2,5,5,1,5,2,3,4,5,3,1,4,5,1,2,1,1,2,1,1,5,6,3,2,3
"120",138,1,4,4,4,2,4,4,4,4,1,2,4,2,5,1,4,4,3,2,2,1,3,2,1,1,1,3,1,1,4,4,1,4,4
"121",143,1,4,2,4,1,5,4,4,1,1,1,1,1,5,1,2,2,2,1,3,1,1,1,1,1,2,1,2,1,5,5,2,1,3
"122",147,1,5,3,3,4,4,5,5,3,4,3,4,4,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,2,5
"123",149,4,5,4,5,2,5,5,5,1,2,2,5,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,6,5,4,3
"124",156,3,4,2,4,2,5,5,5,1,1,2,4,2,5,2,3,5,2,2,4,2,1,5,2,2,2,1,1,3,4,5,2,3,6
"125",157,3,5,3,4,3,5,5,5,3,4,3,5,3,5,2,2,4,3,3,3,1,3,3,2,2,1,3,1,3,4,5,4,2,3
"126",158,1,4,2,3,2,4,4,4,2,3,2,4,2,4,1,1,3,2,2,1,1,2,1,1,1,1,1,2,2,5,5,3,3,4
"127",159,2,4,3,5,1,5,5,5,1,1,4,4,3,5,1,1,4,2,1,2,1,1,2,1,2,2,1,2,2,6,6,2,1,1
"128",164,1,5,2,5,4,5,5,5,1,1,1,4,1,5,1,4,4,4,2,1,1,4,2,2,1,2,1,3,1,3,4,2,4,5
"129",173,1,5,2,4,2,5,5,5,2,2,2,4,2,5,1,2,3,3,1,1,1,1,1,2,1,2,2,2,1,4,4,2,2,3
"130",175,2,2,2,4,2,4,4,2,2,2,2,4,2,4,2,2,4,3,3,2,2,3,3,2,2,3,2,2,3,3,3,4,4,6
"131",177,1,4,1,5,1,4,5,4,3,3,2,4,1,4,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,3,5,6
"132",181,4,5,4,5,4,5,5,5,4,4,4,4,2,4,1,1,4,5,2,1,1,4,3,1,2,1,1,1,1,5,5,2,1,2
"133",186,2,4,1,2,1,4,4,4,2,2,1,4,1,4,1,1,3,3,1,1,1,1,1,1,1,2,1,1,2,5,5,2,2,3
"134",189,1,2,1,1,2,5,5,4,5,2,1,5,3,5,5,4,5,5,4,5,4,5,5,5,5,2,5,5,5,5,3,1,2,3
"135",192,3,4,4,5,2,5,4,4,3,2,3,4,3,4,1,2,5,4,4,2,1,3,2,1,1,2,2,2,2,3,4,3,3,3
"136",194,4,4,4,5,2,4,4,4,4,3,4,4,1,3,2,1,2,3,1,1,1,2,1,1,4,1,1,1,1,2,2,6,4,5
"137",195,3,4,2,5,2,4,4,4,2,4,2,2,3,5,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,5
"138",196,3,4,2,2,2,2,2,3,1,4,1,4,2,5,1,1,4,2,1,3,1,1,3,1,3,3,3,3,1,5,5,2,2,3
"139",197,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,4,5
"140",198,2,5,4,4,4,4,4,4,4,4,3,4,3,4,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,3,3,2,3,4
"141",199,1,4,1,3,1,4,4,2,1,4,1,3,1,4,2,2,3,3,2,2,2,2,2,1,1,2,1,2,1,2,3,6,5,5
"142",201,1,3,1,4,2,4,4,4,1,1,1,2,1,3,1,3,3,3,1,1,1,3,1,2,1,1,1,1,1,2,2,4,4,5
"143",203,1,5,1,2,1,4,4,4,1,1,1,4,1,4,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,5,4,1,3,3
"144",204,2,3,2,2,2,3,3,2,3,2,2,3,2,3,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,4,4,4,4,5
"145",205,1,3,2,5,1,4,5,5,1,1,1,4,1,4,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,4,3,3,5
"146",206,3,5,3,5,2,5,5,5,3,5,2,5,3,5,1,2,5,3,2,1,1,1,1,1,1,1,1,1,1,5,4,5,3,4
"147",207,1,5,3,5,3,5,5,5,2,1,3,5,2,5,2,4,5,4,3,4,3,4,4,3,4,4,4,3,4,4,5,2,4,6
"148",209,2,5,2,5,1,5,5,5,1,2,2,4,1,5,2,2,5,3,3,2,2,4,1,2,1,2,3,2,1,5,5,1,1,3
"149",210,1,4,3,2,1,5,3,4,1,1,1,3,1,5,3,2,4,3,1,3,2,3,2,1,2,3,3,1,1,5,5,2,2,2
"150",211,2,5,1,5,1,5,5,5,2,2,4,5,1,5,2,3,4,4,3,3,2,4,2,2,2,2,2,2,2,4,5,1,2,3
"151",213,1,3,1,2,1,4,3,3,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,5,5,5
"152",214,1,4,2,4,1,4,5,4,1,2,2,4,2,4,1,1,3,3,1,2,1,1,2,1,2,2,2,2,2,3,3,3,4,5
"153",219,1,4,2,5,2,5,5,5,2,2,2,5,1,5,2,3,4,4,2,2,2,3,2,2,3,4,3,3,3,3,5,2,4,5
"154",221,3,4,4,5,2,4,4,4,2,2,2,4,2,3,4,2,3,3,3,3,4,2,2,2,2,1,2,1,1,2,4,4,4,5
"155",224,1,1,1,5,1,5,5,5,2,1,1,5,1,5,1,5,5,4,4,5,1,5,5,3,5,2,1,2,1,4,5,1,1,1
"156",226,5,5,2,5,4,5,5,5,2,3,2,5,2,5,1,2,1,4,1,1,1,3,1,1,1,1,1,1,1,5,5,1,1,1
"157",227,2,4,2,4,2,4,4,4,3,3,3,4,4,3,2,1,3,3,2,2,1,2,3,2,2,2,1,1,2,3,3,3,4,5
